"fecha_deposito","numero_expediente","importe_aprobado","nombre_hospital","codigo_refes","id_provincia","provincia"
"2018-08-30","2018-00566720",349,"CENTRO MUNICIPAL DE ALTA COMPLEJIDAD DRA. MARIA DE LOS ANGELES MOLINS",5.00652e+13,6,"BUENOS AIRES"
"2018-08-30","2018-00586721",416,"CENTRO MUNICIPAL DE ALTA COMPLEJIDAD DRA. MARIA DE LOS ANGELES MOLINS",5.00652e+13,6,"BUENOS AIRES"
"2018-08-30","2018-00978934",641,"CENTRO MUNICIPAL DE ALTA COMPLEJIDAD DRA. MARIA DE LOS ANGELES MOLINS",5.00652e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01067280",396,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01389703",2363,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01835546",624,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01887928",1584,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01891102",396,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01897833",55327,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-08-30","2018-01901309",822,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-08-30","2018-02286877",71139.72,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-02316020",349,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-02319568",208,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-02568682",895,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-08-30","2018-03711439",7185,"HOSPITAL ESPECIALIZADO MATERNO INFANTIL ANA GOITIA",1.20604e+13,6,"BUENOS AIRES"
"2018-08-30","2018-03712068",1913,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-03715750",14555,"HOSPITAL ESPECIALIZADO MATERNO INFANTIL ANA GOITIA",1.20604e+13,6,"BUENOS AIRES"
"2018-08-30","2018-05694524",3240.8,"HOSPITAL ZONAL ESPECIALIZADO EN ODONTOLOGIA Y ORTODONCIA",5.00686e+13,6,"BUENOS AIRES"
"2018-08-30","2018-05694527",2234.6,"HOSPITAL ZONAL ESPECIALIZADO EN ODONTOLOGIA Y ORTODONCIA",5.00686e+13,6,"BUENOS AIRES"
"2018-08-30","2018-05817260",13844,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PROFESOR DR. RODOLFO ROSSI",1.00644e+13,6,"BUENOS AIRES"
"2018-08-30","2018-06293721",627,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-06293828",11153.08,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-06324491",1359,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-06325850",1976,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-09909361",548,"HOSPITAL MUNICIPAL DE SAN ISIDRO",1.00676e+13,6,"BUENOS AIRES"
"2018-08-30","2018-10305371",5832,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-11012460",1965,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-08-30","2018-12348049",7526,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-12765921",28951,"HOSPITAL INTERZONAL ESPECIALIZADO MATERNO INFANTIL DR. VICTORIO TETAMANTI",1.20636e+13,6,"BUENOS AIRES"
"2018-08-30","2018-13606518",1672,"HOSPITAL JOSE MARIA GOMENDIO",1.00667e+13,6,"BUENOS AIRES"
"2018-08-30","2018-13633070",12524,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PRESIDENTE PERON",1.00604e+13,6,"BUENOS AIRES"
"2018-08-30","2018-13633427",6540,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PRESIDENTE PERON",1.00604e+13,6,"BUENOS AIRES"
"2018-08-30","2018-16699434",51060,"HOSPITAL OFTALMOLOGICO MUNICIPAL DR. RAMON CARRILLO",1.40681e+13,6,"BUENOS AIRES"
"2018-08-30","2018-18436975",158,"CENTRO DE SALUD RAMON CARRILLO",5.00625e+13,6,"BUENOS AIRES"
"2018-08-30","2018-18439831",79,"CENTRO DE SALUD RAMON CARRILLO",5.00625e+13,6,"BUENOS AIRES"
"2018-08-30","2018-22161651",2046,"INSTITUTO NACIONAL DE REHABILITACION PSICOFISICA DEL SUR",1.40636e+13,6,"BUENOS AIRES"
"2018-08-30","2018-22282497",323939.47,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-22286157",20689,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-22744370",5377,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-08-30","2018-23248853",1339,"HOSPITAL NACIONAL BALDOMERO SOMMER",1.40636e+13,6,"BUENOS AIRES"
"2018-08-30","22924/2017",8426,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-08-30","27464/2017",340,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-08-30","30881/2017",1149,"HOSPITAL LOCAL GENERAL DE AGUDOS DR. ARTURO MELO",1.00643e+13,6,"BUENOS AIRES"
"2018-08-30","33022/2017",765,"HOSPITAL INTERZONAL GENERAL DE AGUDOS GENERAL SAN MARTIN",1.00644e+13,6,"BUENOS AIRES"
"2018-08-30","33025/2017",8484.1,"HOSPITAL INTERZONAL GENERAL DE AGUDOS GENERAL SAN MARTIN",1.00644e+13,6,"BUENOS AIRES"
"2018-08-30","33029/2017",3439.6,"HOSPITAL INTERZONAL GENERAL DE AGUDOS GENERAL SAN MARTIN",1.00644e+13,6,"BUENOS AIRES"
"2018-09-03","2017-15577177",12559,"HOSPITAL INTERZONAL GENERAL DE AGUDOS GENERAL SAN MARTIN",1.00644e+13,6,"BUENOS AIRES"
"2018-09-03","2017-17816615",13330,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-09-03","2017-18210543",482,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. FIORITO",1.00604e+13,6,"BUENOS AIRES"
"2018-09-03","2017-18211251",2338,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. FIORITO",1.00604e+13,6,"BUENOS AIRES"
"2018-09-03","2017-18217339",66,"HOSPITAL ZONAL GENERAL DE AGUDOS DR. ARTURO OÑATIVIA",1.00603e+13,6,"BUENOS AIRES"
"2018-09-03","2017-18217367",4202.6,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. FIORITO",1.00604e+13,6,"BUENOS AIRES"
"2018-09-03","2017-18382086",710697.02,"HOSPITAL ZONAL GENERAL DE AGUDOS HEROES DE MALVINAS",1.00654e+13,6,"BUENOS AIRES"
"2018-09-03","2017-19649569",66,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-03","2017-19691019",2003,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-03","2017-20108661",26051.27,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2017-20149275",7000,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2017-22683829",1351.68,"CENTRO DE SALUD DR FRANCISCO MUÑIZ ""EL NIDO""",5.00676e+13,6,"BUENOS AIRES"
"2018-09-03","2017-23327520",654453.07,"HOSPITAL INTERZONAL GENERAL VICENTE LOPEZ Y PLANES",1.00636e+13,6,"BUENOS AIRES"
"2018-09-03","2017-23436509",1792,"HOSPITAL INTERZONAL GENERAL DE AGUDOS EVITA",1.00643e+13,6,"BUENOS AIRES"
"2018-09-03","2017-28773561",1649,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2017-29087189",611,"HOSPITAL ZONAL GENERAL DE AGUDOS EURNEKIAN(EX MADRE TERESA DE CALCUTA)",1.00627e+13,6,"BUENOS AIRES"
"2018-09-03","2017-29751204",6482,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-09-03","2017-31809086",506,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. FIORITO",1.00604e+13,6,"BUENOS AIRES"
"2018-09-03","2017-32278192",831,"HOSPITAL MUNICIPAL ODONTOLOGICO MALVINAS ARGENTINAS",5.00652e+13,6,"BUENOS AIRES"
"2018-09-03","2017-32433059",51023,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-09-03","2017-33303795",17578,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-03","2017-33304120",16998,"HOSPITAL MUNICIPAL DE SAN ISIDRO",1.00676e+13,6,"BUENOS AIRES"
"2018-09-03","2017-33304716",756,"HOSPITAL MUNICIPAL DE SAN ISIDRO",1.00676e+13,6,"BUENOS AIRES"
"2018-09-03","2017-33305527",406,"HOSPITAL MUNICIPAL DE SAN ISIDRO",1.00676e+13,6,"BUENOS AIRES"
"2018-09-03","2017-34216715",330,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-09-03","2017-34489050",208,"CENTRO DE ALTA COMPLEJIDAD CARDIOVASCULAR  J D. PERON (EX DR. FAVALORO)",1.40652e+13,6,"BUENOS AIRES"
"2018-09-03","2018-00583116",611,"CENTRO MUNICIPAL DE ALTA COMPLEJIDAD DRA. MARIA DE LOS ANGELES MOLINS",5.00652e+13,6,"BUENOS AIRES"
"2018-09-03","2018-01062525",20681,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-09-03","2018-04830822",5688,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-03","2018-04838423",1248,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-03","2018-04952869",85039.73,"HOSPITAL SUBZONAL MUNICIPAL DR. MIGUEL L. CAPREDONI",1.00611e+13,6,"BUENOS AIRES"
"2018-09-03","2018-05050637",13053,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-03","2018-06291037",2085,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-06291164",121997.1,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-06325383",2889,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-18444112",79,"CENTRO DE SALUD CARLOS MENEM (hijo)",5.00625e+13,6,"BUENOS AIRES"
"2018-09-03","2018-22285344",20846,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-22285588",77376.52,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-22286587",52050.41,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-22744949",1170,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-03","2018-22802141",9876,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-05","2017-24836620",8468,"CENTRO N 66 DE SAN FERNANDO.",5.00675e+13,6,"BUENOS AIRES"
"2018-09-05","2017-33503562",4668,"HOSPITAL MUNICIPAL DE SAN ISIDRO",1.00676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-04095244",4145,"HOSPITAL MUNICIPAL CIUDAD DE BOULOGNE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-04099895",416,"HOSPITAL MUNICIPAL CIUDAD DE BOULOGNE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-04103432",1097,"HOSPITAL MUNICIPAL CIUDAD DE BOULOGNE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-04107265",624,"HOSPITAL MUNICIPAL CIUDAD DE BOULOGNE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-05694018",902,"HOSPITAL ZONAL ESPECIALIZADO DR. NOEL SBARRA",1.10644e+13,6,"BUENOS AIRES"
"2018-09-05","2018-06818981",9750,"HOSPITAL MATERNO INFANTIL DR. CARLOS GIANNANTONIO",1.20676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-09304126",7000,"HOSPITAL MATERNO INFANTIL DR. CARLOS GIANNANTONIO",1.20676e+13,6,"BUENOS AIRES"
"2018-09-05","2018-14939166",1236,"CENTRO  CRISOL",5.00675e+13,6,"BUENOS AIRES"
"2018-09-05","2018-25681449",3766,"UNIDAD SANITARIA MARENGO",5.00637e+13,6,"BUENOS AIRES"
"2018-09-05","60247/2016",1996,"CENTRO  DR.BERTRES .",5.00675e+13,6,"BUENOS AIRES"
"2018-09-11","2017-18597403",2136,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19683451",6435,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19683638",9310,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19683889",21353,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19684042",3423,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19684271",11571,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19684774",2490,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19685010",41279,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19685104",8142,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19685287",1344,"HOSPITAL MUNICIPAL JUAN CIRILO SANGUINETTI",1.00664e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19690625",152,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19690723",611,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19734259",1548,"HOSPITAL ZONAL GENERAL DE AGUDOS HEROES DE MALVINAS",1.00654e+13,6,"BUENOS AIRES"
"2018-09-11","2017-19951234",765,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-11","2017-22509169",7000,"HOSPITAL SUBZONAL SAN PEDRO",1.00677e+13,6,"BUENOS AIRES"
"2018-09-11","2017-26826734",12302,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-09-11","2017-27830576",499752,"HOSPITAL INTERZONAL ESPECIALIZADO NEUROPSIQUIATRICO DR. ALEJANDRO KORN",1.30644e+13,6,"BUENOS AIRES"
"2018-09-11","2017-31779404",3097,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2017-31780039",12606,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2017-33512536",6506,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-09-11","2017-34220452",7938,"HOSPITAL MUNICIPAL DE TRAUMA Y EMERGENCIAS DR. FEDERICO ALBERTO ABETE",5.00652e+13,6,"BUENOS AIRES"
"2018-09-11","2017-34267176",198,"HOSPITAL MUNICIPAL DR. RAMON CARRILLO",1.00652e+13,6,"BUENOS AIRES"
"2018-09-11","2018-00574273",4014,"CENTRO MUNICIPAL DE ALTA COMPLEJIDAD DRA. MARIA DE LOS ANGELES MOLINS",5.00652e+13,6,"BUENOS AIRES"
"2018-09-11","2018-01761276",10554,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-09-11","2018-01764878",2377,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-09-11","2018-01835799",1020,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-11","2018-01836563",5841,"HOSPITAL ZONAL GENERAL DE AGUDOS SAN FELIPE",1.00676e+13,6,"BUENOS AIRES"
"2018-09-11","2018-01883754",2444,"HOSPITAL INTERZONAL GENERAL DE AGUDOS DR. DIEGO PAROISSIEN",1.00643e+13,6,"BUENOS AIRES"
"2018-09-11","2018-02313885",1430,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-02319005",6547,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-02678459",10656,"HOSPITAL ZONAL GENERAL DE AGUDOS DR. ALBERTO BALESTRINI",1.20643e+13,6,"BUENOS AIRES"
"2018-09-11","2018-03637675",10784,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-03656204",7370,"HOSPITAL ESPECIALIZADO MATERNO INFANTIL ANA GOITIA",1.20604e+13,6,"BUENOS AIRES"
"2018-09-11","2018-04702697",3806,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PRESIDENTE PERON",1.00604e+13,6,"BUENOS AIRES"
"2018-09-11","2018-05175712",11246,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-11","2018-05178711",2912,"HOSPITAL ZONAL GENERAL DE AGUDOS DESCENTRALIZADO EVITA PUEBLO",1.00609e+13,6,"BUENOS AIRES"
"2018-09-11","2018-05819087",15573.5,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PROFESOR DR. RODOLFO ROSSI",1.00644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-05820179",35059.1,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PROFESOR DR. RODOLFO ROSSI",1.00644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-05821202",22172,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PROFESOR DR. RODOLFO ROSSI",1.00644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-10483251",39876.56,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-10671923",4432,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-11096968",1270,"HOSPITAL INTERZONAL DE AGUDOS ESPECIALIZADO EN PEDIATRIA SUPERIORA SOR MARIA LUDOVICA",1.10644e+13,6,"BUENOS AIRES"
"2018-09-11","2018-12348327",66,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-22743524",668,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-22744167",18366,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","2018-22745294",95214.19,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-11","53785/2016",1198,"HOSPITAL INTERZONAL GENERAL DE AGUDOS PROFESOR DR. RODOLFO ROSSI",1.00644e+13,6,"BUENOS AIRES"
"2018-09-18","2017-19690763",264,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-18","2017-19690829",1071,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-18","2017-19690861",2240,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-18","2017-19690932",5218,"HOSPITAL MUNICIPAL DE AGUDOS DR. LEONIDAS LUCERO",1.00606e+13,6,"BUENOS AIRES"
"2018-09-18","2017-21263063",554,"CENTRO DE SALUD DR. LUIS RESIO",5.00625e+13,6,"BUENOS AIRES"
"2018-09-18","2017-22495348",11864.25,"HOSPITAL SUBZONAL SAN PEDRO",1.00677e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23183214",10857,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23187022",1449,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23189160",11524.38,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23196795",85807.24,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23197920",10173.92,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-23317680",59865.38,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-24898111",11001,"CENTRO DE SALUD ALMIRANTE BROWN CANAL.",5.00681e+13,6,"BUENOS AIRES"
"2018-09-18","2017-25867398",2370.66,"HOSPITAL INTERZONAL GENERAL DE AGUDOS LUISA CRAVENNA DE GANDULFO",1.00649e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26166136",28876.48,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26585582",15292,"HOSPITAL INTERZONAL GENERAL DE AGUDOS LUISA CRAVENNA DE GANDULFO",1.00649e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26719934",9822.2,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26726566",20566,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26922811",4640,"HOSPITAL ZONAL GENERAL DE AGUDOS MI PUEBLO",1.00627e+13,6,"BUENOS AIRES"
"2018-09-18","2017-26922975",948,"HOSPITAL ZONAL GENERAL DE AGUDOS MI PUEBLO",1.00627e+13,6,"BUENOS AIRES"
"2018-09-18","2017-27278554",2656,"HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE",1.00662e+13,6,"BUENOS AIRES"
"2018-09-18","2017-27280390",7867,"HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE",1.00662e+13,6,"BUENOS AIRES"
"2018-09-18","2017-27282474",21253,"HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE",1.00662e+13,6,"BUENOS AIRES"
"2018-09-18","2017-27286077",7584,"HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE",1.00662e+13,6,"BUENOS AIRES"
"2018-09-18","2017-27286817",676,"HOSPITAL INTERZONAL GENERAL DE AGUDOS SAN JOSE",1.00662e+13,6,"BUENOS AIRES"
"2018-09-18","2017-28791004",3680,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-28793889",52354.15,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-28962674",6788,"HOSPITAL ZONAL GENERAL DE AGUDOS EURNEKIAN(EX MADRE TERESA DE CALCUTA)",1.00627e+13,6,"BUENOS AIRES"
"2018-09-18","2017-31730730",31017.1,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
"2018-09-18","2017-31779263",22575.5,"HOSPITAL NACIONAL PROFESOR ALEJANDRO POSADAS",1.00657e+13,6,"BUENOS AIRES"
